Date,ADS_Index
1963:03:21,0.647625
1963:03:22,0.657656
1963:03:23,0.668777
1963:03:24,0.680994
1963:03:25,0.694311
1963:03:26,0.708733
1963:03:27,0.724266
1963:03:28,0.740916
1963:03:29,0.75869
1963:03:30,0.777594
1963:03:31,0.797636
1963:04:01,0.818824
1963:04:02,0.838706
1963:04:03,0.85729
1963:04:04,0.874583
1963:04:05,0.890592
1963:04:06,0.905323
1963:04:07,0.918783
1963:04:08,0.930975
1963:04:09,0.941906
1963:04:10,0.951579
1963:04:11,0.959998
1963:04:12,0.967167
1963:04:13,0.973088
1963:04:14,0.977764
1963:04:15,0.981197
1963:04:16,0.983387
1963:04:17,0.984336
1963:04:18,0.984044
1963:04:19,0.982511
1963:04:20,0.979737
1963:04:21,0.975719
1963:04:22,0.970458
1963:04:23,0.96395
1963:04:24,0.956193
1963:04:25,0.947185
1963:04:26,0.936921
1963:04:27,0.925397
1963:04:28,0.912609
1963:04:29,0.898552
1963:04:30,0.883221
1963:05:01,0.866609
1963:05:02,0.850137
1963:05:03,0.833799
1963:05:04,0.817588
1963:05:05,0.801498
1963:05:06,0.785523
1963:05:07,0.769657
1963:05:08,0.753892
1963:05:09,0.738224
1963:05:10,0.722645
1963:05:11,0.70715
1963:05:12,0.691733
1963:05:13,0.676387
1963:05:14,0.661106
1963:05:15,0.645885
1963:05:16,0.630718
1963:05:17,0.615598
1963:05:18,0.600519
1963:05:19,0.585476
1963:05:20,0.570463
1963:05:21,0.555474
1963:05:22,0.540503
1963:05:23,0.525543
1963:05:24,0.51059
1963:05:25,0.495637
1963:05:26,0.480679
1963:05:27,0.465708
1963:05:28,0.450721
1963:05:29,0.43571
1963:05:30,0.42067
1963:05:31,0.405595
1963:06:01,0.390479
1963:06:02,0.375657
1963:06:03,0.361125
1963:06:04,0.346875
1963:06:05,0.332902
1963:06:06,0.319202
1963:06:07,0.305768
1963:06:08,0.292596
1963:06:09,0.279679
1963:06:10,0.267014
1963:06:11,0.254594
1963:06:12,0.242416
1963:06:13,0.230474
1963:06:14,0.218764
1963:06:15,0.20728
1963:06:16,0.19602
1963:06:17,0.184977
1963:06:18,0.174148
1963:06:19,0.163529
1963:06:20,0.153114
1963:06:21,0.142902
1963:06:22,0.132886
1963:06:23,0.123064
1963:06:24,0.113431
1963:06:25,0.103983
1963:06:26,0.0947176
1963:06:27,0.0856304
1963:06:28,0.0767178
1963:06:29,0.0679764
1963:06:30,0.0594027
1963:07:01,0.0509934
1963:07:02,0.0431925
1963:07:03,0.035997
1963:07:04,0.0294041
1963:07:05,0.0234111
1963:07:06,0.0180157
1963:07:07,0.0132158
1963:07:08,0.0090095
1963:07:09,0.00539512
1963:07:10,0.00237125
1963:07:11,-6.32898E-05
1963:07:12,-0.00190947
1963:07:13,-0.003168
1963:07:14,-0.0038394
1963:07:15,-0.00392391
1963:07:16,-0.00342157
1963:07:17,-0.00233219
1963:07:18,-0.000655335
1963:07:19,0.00160965
1963:07:20,0.00446367
1963:07:21,0.00790783
1963:07:22,0.0119435
1963:07:23,0.0165722
1963:07:24,0.0217959
1963:07:25,0.0276165
1963:07:26,0.0340364
1963:07:27,0.0410581
1963:07:28,0.0486843
1963:07:29,0.056918
1963:07:30,0.0657625
1963:07:31,0.0752213
1963:08:01,0.0852981
1963:08:02,0.095958
1963:08:03,0.107205
1963:08:04,0.119045
1963:08:05,0.13148
1963:08:06,0.144517
1963:08:07,0.158161
1963:08:08,0.172416
1963:08:09,0.187289
1963:08:10,0.202785
1963:08:11,0.21891
1963:08:12,0.235672
1963:08:13,0.253075
1963:08:14,0.271128
1963:08:15,0.289837
1963:08:16,0.30921
1963:08:17,0.329254
1963:08:18,0.349977
1963:08:19,0.371388
1963:08:20,0.393494
1963:08:21,0.416305
1963:08:22,0.439829
1963:08:23,0.464076
1963:08:24,0.489054
1963:08:25,0.514775
1963:08:26,0.541248
1963:08:27,0.568484
1963:08:28,0.596493
1963:08:29,0.625286
1963:08:30,0.654875
1963:08:31,0.685271
1963:09:01,0.716486
1963:09:02,0.746171
1963:09:03,0.774337
1963:09:04,0.800995
1963:09:05,0.826157
1963:09:06,0.849831
1963:09:07,0.872027
1963:09:08,0.892754
1963:09:09,0.91202
1963:09:10,0.929832
1963:09:11,0.946198
1963:09:12,0.961124
1963:09:13,0.974616
1963:09:14,0.986679
1963:09:15,0.997318
1963:09:16,1.00654
1963:09:17,1.01434
1963:09:18,1.02073
1963:09:19,1.02571
1963:09:20,1.02928
1963:09:21,1.03144
1963:09:22,1.0322
1963:09:23,1.03155
1963:09:24,1.02949
1963:09:25,1.02603
1963:09:26,1.02115
1963:09:27,1.01487
1963:09:28,1.00718
1963:09:29,0.998063
1963:09:30,0.987532
1963:10:01,0.975577
1963:10:02,0.963076
1963:10:03,0.950025
1963:10:04,0.936419
1963:10:05,0.922253
1963:10:06,0.90752
1963:10:07,0.892215
1963:10:08,0.876332
1963:10:09,0.859865
1963:10:10,0.842808
1963:10:11,0.825152
1963:10:12,0.806893
1963:10:13,0.788022
1963:10:14,0.768531
1963:10:15,0.748415
1963:10:16,0.727663
1963:10:17,0.706269
1963:10:18,0.684224
1963:10:19,0.661518
1963:10:20,0.638145
1963:10:21,0.614093
1963:10:22,0.589353
1963:10:23,0.563917
1963:10:24,0.537773
1963:10:25,0.510912
1963:10:26,0.483323
1963:10:27,0.454996
1963:10:28,0.425918
1963:10:29,0.396079
1963:10:30,0.365466
1963:10:31,0.334068
1963:11:01,0.301873
1963:11:02,0.270959
1963:11:03,0.241313
1963:11:04,0.212924
1963:11:05,0.18578
1963:11:06,0.159872
1963:11:07,0.135189
1963:11:08,0.11172
1963:11:09,0.0894579
1963:11:10,0.0683927
1963:11:11,0.0485163
1963:11:12,0.029821
1963:11:13,0.0122994
1963:11:14,-0.00405541
1963:11:15,-0.0192498
1963:11:16,-0.0332899
1963:11:17,-0.046181
1963:11:18,-0.0579284
1963:11:19,-0.0685366
1963:11:20,-0.0780097
1963:11:21,-0.0863516
1963:11:22,-0.0935655
1963:11:23,-0.0996542
1963:11:24,-0.10462
1963:11:25,-0.108465
1963:11:26,-0.111191
1963:11:27,-0.112799
1963:11:28,-0.113289
1963:11:29,-0.112661
1963:11:30,-0.110916
1963:12:01,-0.108053
1963:12:02,-0.104541
1963:12:03,-0.100378
1963:12:04,-0.0955632
1963:12:05,-0.0900947
1963:12:06,-0.0839701
1963:12:07,-0.077187
1963:12:08,-0.0697429
1963:12:09,-0.0616347
1963:12:10,-0.0528593
1963:12:11,-0.0434132
1963:12:12,-0.0332927
1963:12:13,-0.0224939
1963:12:14,-0.0110124
1963:12:15,0.00115624
1963:12:16,0.0140168
1963:12:17,0.0275743
1963:12:18,0.0418342
1963:12:19,0.0568019
1963:12:20,0.0724835
1963:12:21,0.0888851
1963:12:22,0.106013
1963:12:23,0.123874
1963:12:24,0.142476
1963:12:25,0.161825
1963:12:26,0.181929
1963:12:27,0.202796
1963:12:28,0.224434
1963:12:29,0.246852
1963:12:30,0.270059
1963:12:31,0.294063
1964:01:01,0.318874
1964:01:02,0.343389
1964:01:03,0.367617
1964:01:04,0.391567
1964:01:05,0.415249
1964:01:06,0.438672
1964:01:07,0.461845
1964:01:08,0.484778
1964:01:09,0.50748
1964:01:10,0.529959
1964:01:11,0.552224
1964:01:12,0.574284
1964:01:13,0.596148
1964:01:14,0.617825
1964:01:15,0.639322
1964:01:16,0.660648
1964:01:17,0.681813
1964:01:18,0.702823
1964:01:19,0.723688
1964:01:20,0.744415
1964:01:21,0.765012
1964:01:22,0.785489
1964:01:23,0.805852
1964:01:24,0.82611
1964:01:25,0.846271
1964:01:26,0.866343
1964:01:27,0.886333
1964:01:28,0.90625
1964:01:29,0.926101
1964:01:30,0.945894
1964:01:31,0.965637
1964:02:01,0.985337
1964:02:02,1.00316
1964:02:03,1.01912
1964:02:04,1.03321
1964:02:05,1.04544
1964:02:06,1.05582
1964:02:07,1.06435
1964:02:08,1.07104
1964:02:09,1.07588
1964:02:10,1.07888
1964:02:11,1.08004
1964:02:12,1.07936
1964:02:13,1.07684
1964:02:14,1.07249
1964:02:15,1.06628
1964:02:16,1.05824
1964:02:17,1.04835
1964:02:18,1.0366
1964:02:19,1.023
1964:02:20,1.00753
1964:02:21,0.9902
1964:02:22,0.970993
1964:02:23,0.949904
1964:02:24,0.926924
1964:02:25,0.902044
1964:02:26,0.875255
1964:02:27,0.846546
1964:02:28,0.815905
1964:02:29,0.783321
1964:03:01,0.748781
1964:03:02,0.716162
1964:03:03,0.685451
1964:03:04,0.656635
1964:03:05,0.629704
1964:03:06,0.604647
1964:03:07,0.581453
1964:03:08,0.560115
1964:03:09,0.540623
1964:03:10,0.52297
1964:03:11,0.507149
1964:03:12,0.493154
1964:03:13,0.480979
1964:03:14,0.470619
1964:03:15,0.46207
1964:03:16,0.45533
1964:03:17,0.450394
1964:03:18,0.447262
1964:03:19,0.445933
1964:03:20,0.446404
1964:03:21,0.448678
1964:03:22,0.452754
1964:03:23,0.458635
1964:03:24,0.466322
1964:03:25,0.475818
1964:03:26,0.487128
1964:03:27,0.500256
1964:03:28,0.515207
1964:03:29,0.531987
1964:03:30,0.550602
1964:03:31,0.57106
1964:04:01,0.593368
1964:04:02,0.614745
1964:04:03,0.635197
1964:04:04,0.654734
1964:04:05,0.673363
1964:04:06,0.691091
1964:04:07,0.707925
1964:04:08,0.723872
1964:04:09,0.738938
1964:04:10,0.753129
1964:04:11,0.766451
1964:04:12,0.778908
1964:04:13,0.790506
1964:04:14,0.80125
1964:04:15,0.811143
1964:04:16,0.820189
1964:04:17,0.828392
1964:04:18,0.835756
1964:04:19,0.842282
1964:04:20,0.847975
1964:04:21,0.852835
1964:04:22,0.856865
1964:04:23,0.860066
1964:04:24,0.862441
1964:04:25,0.863988
1964:04:26,0.86471
1964:04:27,0.864606
1964:04:28,0.863677
1964:04:29,0.861922
1964:04:30,0.85934
1964:05:01,0.855931
1964:05:02,0.85207
1964:05:03,0.847755
1964:05:04,0.842986
1964:05:05,0.837759
1964:05:06,0.832074
1964:05:07,0.825927
1964:05:08,0.819317
1964:05:09,0.812241
1964:05:10,0.804695
1964:05:11,0.796678
1964:05:12,0.788185
1964:05:13,0.779214
1964:05:14,0.769761
1964:05:15,0.759823
1964:05:16,0.749394
1964:05:17,0.738472
1964:05:18,0.727052
1964:05:19,0.71513
1964:05:20,0.7027
1964:05:21,0.689758
1964:05:22,0.676299
1964:05:23,0.662318
1964:05:24,0.647808
1964:05:25,0.632765
1964:05:26,0.617182
1964:05:27,0.601054
1964:05:28,0.584373
1964:05:29,0.567134
1964:05:30,0.54933
1964:05:31,0.530953
1964:06:01,0.511996
1964:06:02,0.4943
1964:06:03,0.477857
1964:06:04,0.462662
1964:06:05,0.448707
1964:06:06,0.435988
1964:06:07,0.4245
1964:06:08,0.414238
1964:06:09,0.405197
1964:06:10,0.397376
1964:06:11,0.390769
1964:06:12,0.385376
1964:06:13,0.381193
1964:06:14,0.378219
1964:06:15,0.376453
1964:06:16,0.375894
1964:06:17,0.376542
1964:06:18,0.378397
1964:06:19,0.38146
1964:06:20,0.385732
1964:06:21,0.391215
1964:06:22,0.397911
1964:06:23,0.405823
1964:06:24,0.414953
1964:06:25,0.425306
1964:06:26,0.436885
1964:06:27,0.449695
1964:06:28,0.463741
1964:06:29,0.479028
1964:06:30,0.495563
1964:07:01,0.513352
1964:07:02,0.530581
1964:07:03,0.547258
1964:07:04,0.563388
1964:07:05,0.578978
1964:07:06,0.594035
1964:07:07,0.608563
1964:07:08,0.62257
1964:07:09,0.63606
1964:07:10,0.649038
1964:07:11,0.66151
1964:07:12,0.673481
1964:07:13,0.684955
1964:07:14,0.695937
1964:07:15,0.706432
1964:07:16,0.716442
1964:07:17,0.725973
1964:07:18,0.735028
1964:07:19,0.743611
1964:07:20,0.751724
1964:07:21,0.759372
1964:07:22,0.766557
1964:07:23,0.773281
1964:07:24,0.779549
1964:07:25,0.785361
1964:07:26,0.790721
1964:07:27,0.795631
1964:07:28,0.800091
1964:07:29,0.804105
1964:07:30,0.807674
1964:07:31,0.810799
1964:08:01,0.813481
1964:08:02,0.815941
1964:08:03,0.81818
1964:08:04,0.820198
1964:08:05,0.821997
1964:08:06,0.823577
1964:08:07,0.824939
1964:08:08,0.826083
1964:08:09,0.827009
1964:08:10,0.827719
1964:08:11,0.828212
1964:08:12,0.828489
1964:08:13,0.828549
1964:08:14,0.828393
1964:08:15,0.828021
1964:08:16,0.827432
1964:08:17,0.826626
1964:08:18,0.825604
1964:08:19,0.824364
1964:08:20,0.822906
1964:08:21,0.821229
1964:08:22,0.819333
1964:08:23,0.817217
1964:08:24,0.814881
1964:08:25,0.812323
1964:08:26,0.809542
1964:08:27,0.806537
1964:08:28,0.803308
1964:08:29,0.799852
1964:08:30,0.796169
1964:08:31,0.792256
1964:09:01,0.788113
1964:09:02,0.781234
1964:09:03,0.771615
1964:09:04,0.759254
1964:09:05,0.744145
1964:09:06,0.726282
1964:09:07,0.705658
1964:09:08,0.682266
1964:09:09,0.656096
1964:09:10,0.627137
1964:09:11,0.595379
1964:09:12,0.560809
1964:09:13,0.523412
1964:09:14,0.483176
1964:09:15,0.440083
1964:09:16,0.394116
1964:09:17,0.345259
1964:09:18,0.29349
1964:09:19,0.238791
1964:09:20,0.18114
1964:09:21,0.120513
1964:09:22,0.056887
1964:09:23,-0.00976276
1964:09:24,-0.0794627
1964:09:25,-0.15224
1964:09:26,-0.228124
1964:09:27,-0.307144
1964:09:28,-0.389332
1964:09:29,-0.474718
1964:09:30,-0.563338
1964:10:01,-0.655226
1964:10:02,-0.738904
1964:10:03,-0.814405
1964:10:04,-0.881759
1964:10:05,-0.940992
1964:10:06,-0.992127
1964:10:07,-1.03519
1964:10:08,-1.07018
1964:10:09,-1.09713
1964:10:10,-1.11605
1964:10:11,-1.12694
1964:10:12,-1.1298
1964:10:13,-1.12464
1964:10:14,-1.11145
1964:10:15,-1.09023
1964:10:16,-1.06098
1964:10:17,-1.02367
1964:10:18,-0.978303
1964:10:19,-0.92485
1964:10:20,-0.863293
1964:10:21,-0.793607
1964:10:22,-0.715767
1964:10:23,-0.62974
1964:10:24,-0.535494
1964:10:25,-0.43299
1964:10:26,-0.322189
1964:10:27,-0.203048
1964:10:28,-0.0755184
1964:10:29,0.0604489
1964:10:30,0.204908
1964:10:31,0.357914
1964:11:01,0.51953
1964:11:02,0.673522
1964:11:03,0.819951
1964:11:04,0.958875
1964:11:05,1.09035
1964:11:06,1.21442
1964:11:07,1.33115
1964:11:08,1.44057
1964:11:09,1.54273
1964:11:10,1.63767
1964:11:11,1.72542
1964:11:12,1.80603
1964:11:13,1.87952
1964:11:14,1.94592
1964:11:15,2.00526
1964:11:16,2.05756
1964:11:17,2.10284
1964:11:18,2.14112
1964:11:19,2.17241
1964:11:20,2.19673
1964:11:21,2.21409
1964:11:22,2.22449
1964:11:23,2.22794
1964:11:24,2.22444
1964:11:25,2.21398
1964:11:26,2.19657
1964:11:27,2.1722
1964:11:28,2.14085
1964:11:29,2.10251
1964:11:30,2.05718
1964:12:01,2.00483
1964:12:02,1.95421
1964:12:03,1.9053
1964:12:04,1.8581
1964:12:05,1.81257
1964:12:06,1.7687
1964:12:07,1.72647
1964:12:08,1.68587
1964:12:09,1.64688
1964:12:10,1.60948
1964:12:11,1.57367
1964:12:12,1.53942
1964:12:13,1.50672
1964:12:14,1.47556
1964:12:15,1.44593
1964:12:16,1.41781
1964:12:17,1.3912
1964:12:18,1.36608
1964:12:19,1.34244
1964:12:20,1.32028
1964:12:21,1.29959
1964:12:22,1.28036
1964:12:23,1.26257
1964:12:24,1.24623
1964:12:25,1.23132
1964:12:26,1.21785
1964:12:27,1.2058
1964:12:28,1.19518
1964:12:29,1.18597
1964:12:30,1.17817
1964:12:31,1.17178
1965:01:01,1.1668
1965:01:02,1.162
1965:01:03,1.15738
1965:01:04,1.15293
1965:01:05,1.14865
1965:01:06,1.14455
1965:01:07,1.14061
1965:01:08,1.13685
1965:01:09,1.13325
1965:01:10,1.12981
1965:01:11,1.12654
1965:01:12,1.12344
1965:01:13,1.12049
1965:01:14,1.11771
1965:01:15,1.11508
1965:01:16,1.11261
1965:01:17,1.1103
1965:01:18,1.10815
1965:01:19,1.10615
1965:01:20,1.10431
1965:01:21,1.10262
1965:01:22,1.10108
1965:01:23,1.09969
1965:01:24,1.09846
1965:01:25,1.09738
1965:01:26,1.09645
1965:01:27,1.09568
1965:01:28,1.09505
1965:01:29,1.09457
1965:01:30,1.09425
1965:01:31,1.09407
1965:02:01,1.09404
1965:02:02,1.09433
1965:02:03,1.09494
1965:02:04,1.09586
1965:02:05,1.09709
1965:02:06,1.09865
1965:02:07,1.10052
1965:02:08,1.10271
1965:02:09,1.10522
1965:02:10,1.10805
1965:02:11,1.1112
1965:02:12,1.11468
1965:02:13,1.11848
1965:02:14,1.1226
1965:02:15,1.12705
1965:02:16,1.13183
1965:02:17,1.13694
1965:02:18,1.14238
1965:02:19,1.14816
1965:02:20,1.15427
1965:02:21,1.16073
1965:02:22,1.16752
1965:02:23,1.17466
1965:02:24,1.18215
1965:02:25,1.18999
1965:02:26,1.19818
1965:02:27,1.20673
1965:02:28,1.21564
1965:03:01,1.22491
1965:03:02,1.23326
1965:03:03,1.2407
1965:03:04,1.24722
1965:03:05,1.25282
1965:03:06,1.25752
1965:03:07,1.26131
1965:03:08,1.2642
1965:03:09,1.26617
1965:03:10,1.26725
1965:03:11,1.26742
1965:03:12,1.26668
1965:03:13,1.26505
1965:03:14,1.2625
1965:03:15,1.25905
1965:03:16,1.2547
1965:03:17,1.24943
1965:03:18,1.24325
1965:03:19,1.23616
1965:03:20,1.22816
1965:03:21,1.21923
1965:03:22,1.20938
1965:03:23,1.19861
1965:03:24,1.1869
1965:03:25,1.17426
1965:03:26,1.16067
1965:03:27,1.14614
1965:03:28,1.13066
1965:03:29,1.11422
1965:03:30,1.09682
1965:03:31,1.07845
1965:04:01,1.05909
1965:04:02,1.04051
1965:04:03,1.02269
1965:04:04,1.00563
1965:04:05,0.98932
1965:04:06,0.973752
1965:04:07,0.958922
1965:04:08,0.944824
1965:04:09,0.931451
1965:04:10,0.9188
1965:04:11,0.906864
1965:04:12,0.895639
1965:04:13,0.885121
1965:04:14,0.875306
1965:04:15,0.86619
1965:04:16,0.857768
1965:04:17,0.850039
1965:04:18,0.842998
1965:04:19,0.836643
1965:04:20,0.830972
1965:04:21,0.825983
1965:04:22,0.821672
1965:04:23,0.818039
1965:04:24,0.815083
1965:04:25,0.812801
1965:04:26,0.811194
1965:04:27,0.81026
1965:04:28,0.809999
1965:04:29,0.810412
1965:04:30,0.811497
1965:05:01,0.813257
1965:05:02,0.814886
1965:05:03,0.816385
1965:05:04,0.817756
1965:05:05,0.818998
1965:05:06,0.820112
1965:05:07,0.821099
1965:05:08,0.821958
1965:05:09,0.822691
1965:05:10,0.823297
1965:05:11,0.823777
1965:05:12,0.82413
1965:05:13,0.824358
1965:05:14,0.82446
1965:05:15,0.824436
1965:05:16,0.824287
1965:05:17,0.824011
1965:05:18,0.82361
1965:05:19,0.823082
1965:05:20,0.822428
1965:05:21,0.821648
1965:05:22,0.82074
1965:05:23,0.819705
1965:05:24,0.818543
1965:05:25,0.817252
1965:05:26,0.815833
1965:05:27,0.814284
1965:05:28,0.812606
1965:05:29,0.810797
1965:05:30,0.808857
1965:05:31,0.806786
1965:06:01,0.804581
1965:06:02,0.803033
1965:06:03,0.80214
1965:06:04,0.801903
1965:06:05,0.802321
1965:06:06,0.803394
1965:06:07,0.805123
1965:06:08,0.807509
1965:06:09,0.810552
1965:06:10,0.814254
1965:06:11,0.818616
1965:06:12,0.823639
1965:06:13,0.829327
1965:06:14,0.835681
1965:06:15,0.842703
1965:06:16,0.850396
1965:06:17,0.858764
1965:06:18,0.867809
1965:06:19,0.877536
1965:06:20,0.887947
1965:06:21,0.899048
1965:06:22,0.910842
1965:06:23,0.923334
1965:06:24,0.936529
1965:06:25,0.950433
1965:06:26,0.96505
1965:06:27,0.980386
1965:06:28,0.996448
1965:06:29,1.01324
1965:06:30,1.03077
1965:07:01,1.04905
1965:07:02,1.06622
1965:07:03,1.08228
1965:07:04,1.09725
1965:07:05,1.11112
1965:07:06,1.12391
1965:07:07,1.13562
1965:07:08,1.14625
1965:07:09,1.1558
1965:07:10,1.16429
1965:07:11,1.17172
1965:07:12,1.17808
1965:07:13,1.18338
1965:07:14,1.18763
1965:07:15,1.19081
1965:07:16,1.19295
1965:07:17,1.19403
1965:07:18,1.19405
1965:07:19,1.19302
1965:07:20,1.19094
1965:07:21,1.18781
1965:07:22,1.18361
1965:07:23,1.17837
1965:07:24,1.17206
1965:07:25,1.16468
1965:07:26,1.15625
1965:07:27,1.14674
1965:07:28,1.13616
1965:07:29,1.12451
1965:07:30,1.11178
1965:07:31,1.09796
1965:08:01,1.08304
1965:08:02,1.06854
1965:08:03,1.05443
1965:08:04,1.04072
1965:08:05,1.0274
1965:08:06,1.01446
1965:08:07,1.00191
1965:08:08,0.989723
1965:08:09,0.977908
1965:08:10,0.966458
1965:08:11,0.955368
1965:08:12,0.944634
1965:08:13,0.934251
1965:08:14,0.924216
1965:08:15,0.914524
1965:08:16,0.905172
1965:08:17,0.896156
1965:08:18,0.887473
1965:08:19,0.879119
1965:08:20,0.87109
1965:08:21,0.863384
1965:08:22,0.855998
1965:08:23,0.848928
1965:08:24,0.842172
1965:08:25,0.835728
1965:08:26,0.829592
1965:08:27,0.823762
1965:08:28,0.818237
1965:08:29,0.813013
1965:08:30,0.808089
1965:08:31,0.803463
1965:09:01,0.799133
1965:09:02,0.79549
1965:09:03,0.792532
1965:09:04,0.790259
1965:09:05,0.788669
1965:09:06,0.787761
1965:09:07,0.787536
1965:09:08,0.787994
1965:09:09,0.789133
1965:09:10,0.790956
1965:09:11,0.793462
1965:09:12,0.796653
1965:09:13,0.800529
1965:09:14,0.805093
1965:09:15,0.810347
1965:09:16,0.816291
1965:09:17,0.822929
1965:09:18,0.830264
1965:09:19,0.838297
1965:09:20,0.847033
1965:09:21,0.856474
1965:09:22,0.866625
1965:09:23,0.877489
1965:09:24,0.889071
1965:09:25,0.901375
1965:09:26,0.914406
1965:09:27,0.928169
1965:09:28,0.94267
1965:09:29,0.957914
1965:09:30,0.973907
1965:10:01,0.990656
1965:10:02,1.00658
1965:10:03,1.02168
1965:10:04,1.03597
1965:10:05,1.04945
1965:10:06,1.06212
1965:10:07,1.074
1965:10:08,1.08508
1965:10:09,1.09537
1965:10:10,1.10488
1965:10:11,1.11361
1965:10:12,1.12155
1965:10:13,1.12873
1965:10:14,1.13513
1965:10:15,1.14076
1965:10:16,1.14562
1965:10:17,1.14971
1965:10:18,1.15305
1965:10:19,1.15562
1965:10:20,1.15742
1965:10:21,1.15847
1965:10:22,1.15876
1965:10:23,1.15828
1965:10:24,1.15705
1965:10:25,1.15505
1965:10:26,1.15229
1965:10:27,1.14877
1965:10:28,1.14448
1965:10:29,1.13943
1965:10:30,1.13361
1965:10:31,1.12702
1965:11:01,1.11965
1965:11:02,1.11312
1965:11:03,1.1074
1965:11:04,1.10251
1965:11:05,1.09844
1965:11:06,1.09518
1965:11:07,1.09275
1965:11:08,1.09112
1965:11:09,1.09032
1965:11:10,1.09032
1965:11:11,1.09115
1965:11:12,1.09279
1965:11:13,1.09524
1965:11:14,1.09851
1965:11:15,1.1026
1965:11:16,1.10751
1965:11:17,1.11324
1965:11:18,1.11979
1965:11:19,1.12717
1965:11:20,1.13538
1965:11:21,1.14442
1965:11:22,1.1543
1965:11:23,1.16502
1965:11:24,1.17658
1965:11:25,1.189
1965:11:26,1.20226
1965:11:27,1.21639
1965:11:28,1.23137
1965:11:29,1.24723
1965:11:30,1.26397
1965:12:01,1.28159
1965:12:02,1.29809
1965:12:03,1.31348
1965:12:04,1.32776
1965:12:05,1.34094
1965:12:06,1.35303
1965:12:07,1.36403
1965:12:08,1.37395
1965:12:09,1.38278
1965:12:10,1.39053
1965:12:11,1.39721
1965:12:12,1.40281
1965:12:13,1.40735
1965:12:14,1.41082
1965:12:15,1.41322
1965:12:16,1.41455
1965:12:17,1.41482
1965:12:18,1.41402
1965:12:19,1.41215
1965:12:20,1.40922
1965:12:21,1.40522
1965:12:22,1.40015
1965:12:23,1.39401
1965:12:24,1.3868
1965:12:25,1.37851
1965:12:26,1.36914
1965:12:27,1.35869
1965:12:28,1.34714
1965:12:29,1.33451
1965:12:30,1.32078
1965:12:31,1.30595
1966:01:01,1.29
1966:01:02,1.27477
1966:01:03,1.26025
1966:01:04,1.24643
1966:01:05,1.2333
1966:01:06,1.22086
1966:01:07,1.20911
1966:01:08,1.19803
1966:01:09,1.18764
1966:01:10,1.17791
1966:01:11,1.16886
1966:01:12,1.16046
1966:01:13,1.15273
1966:01:14,1.14566
1966:01:15,1.13924
1966:01:16,1.13348
1966:01:17,1.12837
1966:01:18,1.1239
1966:01:19,1.12008
1966:01:20,1.11691
1966:01:21,1.11438
1966:01:22,1.1125
